name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2018-08-04,89.6,74.8,80.2,95.1,74.8,82.3,72.3,78.3,0.526,100,20.83,rain,0,0,,8.1,262.5,1018.8,65.5,9.5,167.2,14.5,8,,2018-08-04T05:55:33,2018-08-04T20:08:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-08-05,92.7,75.8,84.2,99.2,75.8,87.7,70.4,64.7,0,0,0,,0,0,,6.9,294.3,1020.3,7.2,9.9,285.3,24.7,9,,2018-08-05T05:56:31,2018-08-05T20:06:53,0.8,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-08-06,92.9,78.2,84.9,101.9,78.2,90.3,73,68.6,0,0,0,,0,0,16.1,10.3,253.7,1018.3,4,9.7,231.3,20,8,,2018-08-06T05:57:29,2018-08-06T20:05:41,0.84,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-08-07,90.8,76.9,82.4,100.6,76.9,87.6,74.1,76.7,0.057,100,12.5,rain,0,0,40.3,13.9,204.7,1015.7,36.3,9.4,230.7,19.9,9,,2018-08-07T05:58:27,2018-08-07T20:04:28,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-08,91.9,75.8,82.5,101.7,75.8,86.6,72.8,73.9,0.018,100,4.17,rain,0,0,21.9,10.3,205.9,1012.5,21,9.9,263.1,22.7,9,,2018-08-08T05:59:25,2018-08-08T20:03:14,0.91,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-09,90.9,75.8,83.3,94.9,75.8,85.6,69.3,65.2,0.089,100,20.83,rain,0,0,20.8,13.9,317.3,1009.2,30,9.8,262.1,22.8,9,,2018-08-09T06:00:24,2018-08-09T20:01:59,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-08-10,89.8,75.7,81.4,92.8,75.7,82.8,65.5,59.4,0,0,0,,0,0,19.7,6.9,304.2,1012,34.5,9.8,208.7,18,8,,2018-08-10T06:01:22,2018-08-10T20:00:42,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-11,80,71.9,75.2,82.3,71.9,75.3,71.1,87.3,1.867,100,50,rain,0,0,,5.7,50.4,1013.9,85.6,8.8,77.5,6.8,3,,2018-08-11T06:02:21,2018-08-11T19:59:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-08-12,86.9,74,78.4,91.9,74,80.2,71.9,81.3,0.064,100,16.67,rain,0,0,,10.3,43.6,1016.4,64.2,9.8,219.5,19.1,8,,2018-08-12T06:03:20,2018-08-12T19:58:04,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-13,78.8,73,74.7,78.8,73,74.7,71.5,89.7,0.541,100,41.67,rain,0,0,23,17.2,53.2,1016.7,94.5,9.4,52.5,4.6,3,,2018-08-13T06:04:19,2018-08-13T19:56:44,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-14,84.6,69.5,75.2,87.8,69.5,75.6,70.2,85.4,0.417,100,20.83,rain,0,0,23,11.4,232.1,1011.5,48.5,9.1,180.8,15.7,7,,2018-08-14T06:05:18,2018-08-14T19:55:22,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-15,90.8,71,80.5,94,71,82.5,68,68.2,0.056,100,12.5,rain,0,0,19.7,11.4,280.6,1012.7,33.2,9.7,268.1,23,9,,2018-08-15T06:06:17,2018-08-15T19:54:00,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-08-16,91.8,75.9,83.6,95.8,75.9,86.6,70.1,65.2,0.009,100,4.17,rain,0,0,18.3,8.2,290.8,1017.4,8.8,9.9,238.8,20.4,8,,2018-08-16T06:07:16,2018-08-16T19:52:36,0.17,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-17,89.7,76.8,82.6,99,76.8,87.6,73.2,73.7,0.027,100,12.5,rain,0,0,29.8,16.1,208.7,1017,12.2,9.8,190.1,16.2,7,,2018-08-17T06:08:15,2018-08-17T19:51:11,0.21,Rain,Clear conditions throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-18,87.9,73.9,78.6,95.5,73.9,80.7,72.4,82.2,0.329,100,33.33,rain,0,0,24.2,15,277.7,1011.5,65.8,9.2,175.8,15.2,6,,2018-08-18T06:09:14,2018-08-18T19:49:46,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-19,73.9,70,72.5,73.9,70,72.5,66.3,80.8,0.012,100,16.67,rain,0,0,26.4,18.3,48.7,1015.5,99.5,9.9,52.4,4.6,2,,2018-08-19T06:10:13,2018-08-19T19:48:19,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-20,74.9,70,72.4,74.9,70,72.4,64.9,77.3,0,0,0,,0,0,,17.2,55.4,1020.2,96.3,9.8,73.3,6.3,2,,2018-08-20T06:11:12,2018-08-20T19:46:52,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-21,79,69,73.6,79,69,73.6,65.8,77.3,0,0,0,,0,0,,12.8,112,1018.1,60.2,9.9,210.2,18.2,8,,2018-08-21T06:12:11,2018-08-21T19:45:23,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-22,86.9,73.1,78,89,73.1,79,68.6,74.8,0.505,100,20.83,rain,0,0,27.7,13.9,257.5,1007.3,75.1,9.8,276,23.9,9,,2018-08-22T06:13:10,2018-08-22T19:43:54,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,AN736,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-23,81.9,69,75.3,81.2,69,75.1,57.4,56.2,0.036,100,16.67,rain,0,0,21.9,15,319.8,1014.5,31.3,9.8,270,23.3,9,,2018-08-23T06:14:09,2018-08-23T19:42:23,0.41,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-08-24,85.7,69,76.5,84.9,69,76.3,58.6,55.3,0.037,100,8.33,rain,0,0,,7.1,268.3,1022.7,0.2,9.9,262.4,23,9,,2018-08-24T06:15:07,2018-08-24T19:40:52,0.44,Rain,Clear conditions throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-08-25,81.9,70,75.5,82.3,70,75.5,60.3,60,0,0,0,,0,0,17.2,9.2,164.4,1025,0.9,9.9,249.1,21.5,8,,2018-08-25T06:16:06,2018-08-25T19:39:21,0.47,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-26,85.8,70,77.4,89.2,70,78.8,65.7,67.9,0,0,0,,0,0,21.9,8,219.5,1020.6,36.1,9.9,211.7,18.1,8,,2018-08-26T06:17:05,2018-08-26T19:37:48,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-08-27,89.8,73.6,81.9,96.9,73.6,85.4,70.9,70.3,0,0,0,,0,0,17.2,5.9,262.2,1018.8,6.7,9.8,206.8,17.7,8,,2018-08-27T06:18:04,2018-08-27T19:36:15,0.54,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-28,95.9,78.2,86.2,105.2,78.2,92.3,73.5,67.6,0.009,100,4.17,rain,0,0,24.2,15,253.6,1017.1,2.9,9.1,242.7,21,8,,2018-08-28T06:19:03,2018-08-28T19:34:41,0.58,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-08-29,94.9,80.1,87.1,103.3,85.1,94.3,73.3,65.1,0.027,100,12.5,rain,0,0,23,15,252.3,1016.1,2.2,9.9,230.1,19.8,8,,2018-08-29T06:20:01,2018-08-29T19:33:06,0.61,Rain,Clear conditions throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-08-30,91.7,80,85.4,96.8,83.7,90.3,70.7,62.6,0.009,100,4.17,rain,0,0,18.8,15,327.2,1016.5,7.5,9.9,225.7,19.6,8,,2018-08-30T06:21:00,2018-08-30T19:31:31,0.65,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-08-31,80.9,73,75.6,82.9,73,75.6,66.3,73.1,0.019,100,12.5,rain,0,0,27.7,15,69.5,1024,92,9.8,54,4.5,2,,2018-08-31T06:21:59,2018-08-31T19:29:55,0.68,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-09-01,79,71,73.8,79,71,73.8,63.8,71.2,0,0,0,,0,0,,12.8,72.7,1026.3,87.7,9.9,184,15.8,7,,2018-09-01T06:22:57,2018-09-01T19:28:19,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-02,83.7,70.9,76.5,88,70.9,77.4,68,75.4,0,0,0,,0,0,16.1,10.3,165.1,1024.6,54.5,9.9,179,15.6,7,,2018-09-02T06:23:56,2018-09-02T19:26:42,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-09-03,90,75.8,82.3,100.2,75.8,88,74.4,77.7,0.047,100,12.5,rain,0,0,,6.1,230.6,1024.2,38.9,9.7,239,20.6,8,,2018-09-03T06:24:54,2018-09-03T19:25:04,0.79,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-04,93.6,79,85.4,100.7,79,90.2,71.6,64.8,0.009,100,4.17,rain,0,0,,6,346.4,1023,14.6,9.9,214.3,18.6,8,,2018-09-04T06:25:53,2018-09-04T19:23:27,0.82,Rain,Clear conditions throughout the day with morning rain.,rain,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-09-05,91,78.1,82.8,100.6,78.1,87.4,73.6,74.5,0.018,100,8.33,rain,0,0,17.2,11.4,145.5,1023.1,11.4,9.9,218.9,18.8,8,,2018-09-05T06:26:51,2018-09-05T19:21:48,0.86,Rain,Clear conditions throughout the day with rain.,rain,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-06,93.8,78,83.2,106.5,78,87.7,74.4,76.1,0.036,100,12.5,rain,0,0,31.1,13.9,205.1,1020.4,43.8,9.7,208.7,18,7,,2018-09-06T06:27:49,2018-09-06T19:20:09,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-07,78,71.9,75.7,78,71.9,75.7,69.6,81.5,0.018,100,8.33,rain,0,0,18.3,12,51.2,1020.4,81.1,9.8,58.4,5,2,,2018-09-07T06:28:48,2018-09-07T19:18:30,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-09-08,73,65.7,70.3,73,65.7,70.3,60.1,70.8,0.002,100,8.33,rain,0,0,18.3,11.3,29.4,1020,64.2,9.9,66.6,5.9,3,,2018-09-08T06:29:46,2018-09-08T19:16:51,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-09-09,65.7,57.4,62.3,65.7,57.4,62.3,56.5,82.1,0.217,100,66.67,rain,0,0,24.2,18.3,49.5,1022.9,97.9,9.9,34,2.9,1,,2018-09-09T06:30:45,2018-09-09T19:15:11,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-10,65.9,57,62.4,65.9,57,62.4,60,92,0.336,100,95.83,rain,0,0,26.4,12,59.3,1022.2,100,7.9,42.6,3.7,2,,2018-09-10T06:31:43,2018-09-10T19:13:31,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-11,77.9,64.9,70.4,77.9,64.9,70.4,67.4,90.4,0.013,100,20.83,rain,0,0,,9.2,28.7,1020.2,97.3,8,84.1,7.1,3,,2018-09-11T06:32:42,2018-09-11T19:11:50,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-12,78,73.1,74.7,78,73.1,74.7,72.6,93.4,0.207,100,37.5,rain,0,0,,11.4,49.4,1023.1,99.1,6.8,61.7,5.2,3,,2018-09-12T06:33:40,2018-09-12T19:10:10,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-09-13,79.7,70,73.2,79.7,70,73.2,69.6,89,0.249,100,33.33,rain,0,0,,15,52.4,1024.4,100,9.5,69.9,6.2,4,,2018-09-13T06:34:39,2018-09-13T19:08:29,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-14,76.9,70,72.8,76.9,70,72.8,67.1,82.5,0.018,100,8.33,rain,0,0,47.2,15,49.7,1023.8,100,9.7,56.9,4.9,3,,2018-09-14T06:35:37,2018-09-14T19:06:48,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-09-15,80,69.9,74,82.3,69.9,74.1,66.2,77.1,0,0,0,,0,0,45,9.1,88.8,1022.8,38.2,9.8,132,11.4,5,,2018-09-15T06:36:36,2018-09-15T19:05:07,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-16,83.8,69.1,75.9,87.8,69.1,76.8,66.5,73.6,0,0,0,,0,0,31.9,9,226.6,1022.8,6.1,9.9,221.5,19,8,,2018-09-16T06:37:34,2018-09-16T19:03:25,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-17,79.7,71,74.9,79.7,71,74.9,69.4,83.2,0.001,100,4.17,rain,0,0,33.3,10.4,160.3,1019.6,68.6,9.7,97.1,8.6,5,,2018-09-17T06:38:33,2018-09-17T19:01:44,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-18,79,71.9,75.2,79,71.9,75.2,72.1,90.1,0.732,100,37.5,rain,0,0,24.2,14.6,248,1008.9,83.2,9.2,48.7,4.2,3,,2018-09-18T06:39:32,2018-09-18T19:00:02,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-19,84.6,71,76.1,86.2,71,76.7,67,75,0.009,100,4.17,rain,0,0,19.7,9.2,70.5,1012.9,37.4,9.9,191.8,16.6,7,,2018-09-19T06:40:31,2018-09-19T18:58:21,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-20,75.5,65.9,69.8,75.5,65.9,69.8,61,74.1,0.018,100,8.33,rain,0,0,36.7,8.7,88.6,1022.4,98.4,9.8,110.4,9.5,4,,2018-09-20T06:41:30,2018-09-20T18:56:39,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,AN736,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-21,73.9,69.1,71.1,73.9,69.1,71.1,63.5,77.1,0.046,100,16.67,rain,0,0,47.2,13.2,192.3,1022,100,9.8,55.3,4.8,2,,2018-09-21T06:42:29,2018-09-21T18:54:58,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-09-22,74.8,66.6,72.1,74.8,66.6,72.1,59.1,65,0.009,100,4.17,rain,0,0,38.9,14.6,301.7,1019,23.9,9.9,172.3,14.9,9,,2018-09-22T06:43:28,2018-09-22T18:53:16,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,C9476,KLGA,KJRB,KNYC,F1417"
New York,2018-09-23,67.9,63.9,65.7,67.9,63.9,65.7,57,73.7,0,0,0,,0,0,46.6,12.4,43,1024,65.7,9.9,50.6,4,3,,2018-09-23T06:44:27,2018-09-23T18:51:35,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,C9476,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-24,70.8,61.8,65.5,70.8,61.8,65.5,56.3,72.5,0,0,0,,0,0,25.3,19.7,45.8,1030.2,59.8,9.9,135.9,11.6,7,,2018-09-24T06:45:27,2018-09-24T18:49:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,C9476,KLGA,KJRB,KNYC,F1417"
New York,2018-09-25,74,61,67.5,74,61,67.5,64.6,90.5,1.059,100,62.5,rain,0,0,29.6,19.1,47.8,1025.7,93.7,7.5,19.5,1.6,1,,2018-09-25T06:46:27,2018-09-25T18:48:12,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-26,85.7,71.9,76.4,92.8,71.9,77.7,72.2,87.4,0.15,100,20.83,rain,0,0,24.2,7.7,237.5,1015.4,76.1,9.4,105.1,9.2,5,,2018-09-26T06:47:26,2018-09-26T18:46:31,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-09-27,76.7,64.8,69.7,76.7,64.8,69.7,57.1,65.1,0,0,0,,0,0,53.9,13.6,51.9,1019.1,54.5,9.9,172,14.8,7,,2018-09-27T06:48:26,2018-09-27T18:44:51,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-28,68,60,63.3,68,60,63.3,58.4,84.7,0.501,100,33.33,rain,0,0,52.8,15.5,34.3,1017.5,79.2,8.5,58.8,5.1,3,,2018-09-28T06:49:27,2018-09-28T18:43:10,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
New York,2018-09-29,76.7,60.1,67.1,76.7,60.1,67.1,56.2,69.8,0,0,0,,0,0,47.2,14.6,282.1,1022.3,28.5,9.7,188.5,16.2,7,,2018-09-29T06:50:27,2018-09-29T18:41:30,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-09-30,72.9,59.9,66.7,72.9,59.9,66.7,53.7,63.6,0,0,0,,0,0,49.4,14.5,52.3,1026.8,0.4,9.9,195.5,16.8,7,,2018-09-30T06:51:28,2018-09-30T18:39:50,0.7,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-01,78.1,65,70.4,78.1,65,70.4,63.7,79.8,0,0,0,,0,0,51.7,9.1,252.8,1025.4,68.3,9.9,91.5,8.1,5,,2018-10-01T06:52:28,2018-10-01T18:38:10,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-02,78.1,66.8,73,78.1,66.8,73,66.6,80.6,0.307,100,4.17,rain,0,0,32.2,9,231.9,1020.6,62,9.4,133.7,11.7,7,,2018-10-02T06:53:29,2018-10-02T18:36:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-03,78.7,65,70.4,78.7,65,70.4,61.8,75.8,0.17,100,20.83,rain,0,0,44.7,10.1,267.2,1017.9,37.2,9.8,181.6,15.6,7,,2018-10-03T06:54:31,2018-10-03T18:34:52,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-04,78,64,70.9,78,64,70.9,64.7,81.1,0.012,100,4.17,rain,0,0,37.8,9.8,257,1016.3,40.3,9.7,119.2,10.1,6,,2018-10-04T06:55:32,2018-10-04T18:33:13,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-05,73.1,63.9,68,73.1,63.9,68,57.4,69.4,0.027,100,12.5,rain,0,0,43.7,18.2,59.1,1019.9,60.7,9.9,147.2,12.7,6,,2018-10-05T06:56:34,2018-10-05T18:31:35,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-06,68,64.9,66.4,68,64.9,66.4,61.2,83.4,0,0,0,,0,0,27.7,10.3,167.3,1022.7,100,9.9,29.8,2.5,1,,2018-10-06T06:57:36,2018-10-06T18:29:58,0.91,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-07,83.6,69.1,73.7,87.4,69.1,74.1,68.3,83.8,0,0,0,,0,0,,9.9,246.4,1022.4,78.4,9.6,81.5,7.1,4,,2018-10-07T06:58:38,2018-10-07T18:28:20,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-08,73.9,64.6,68.1,73.9,64.6,68.1,65,89.8,0.009,100,4.17,rain,0,0,16.1,12.4,54.8,1028.8,92.1,8.8,19.5,1.6,1,,2018-10-08T06:59:41,2018-10-08T18:26:44,0,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-09,78,66.8,72.1,78,66.8,72.1,67.9,86.9,0,0,0,,0,0,40.3,7.8,260,1026.6,91.5,9.8,65.4,5.7,3,,2018-10-09T07:00:44,2018-10-09T18:25:08,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-10,82.8,70.1,74,86.4,70.1,74.5,69.7,87,0,0,0,,0,0,,10.4,222.4,1019,67.3,9.4,130,11,5,,2018-10-10T07:01:47,2018-10-10T18:23:33,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-11,77,70.1,72.8,77,70.1,72.8,70.3,91.8,0.453,100,33.33,rain,0,0,23,10,230.9,1006.9,89.6,9,43.3,3.8,2,,2018-10-11T07:02:51,2018-10-11T18:21:58,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-12,70.1,55.9,63.2,70.1,55.9,63.2,50.9,66.1,0.379,100,33.33,rain,0,0,53.1,14.9,331.9,1003.5,44.6,9.5,181,15.5,7,,2018-10-12T07:03:55,2018-10-12T18:20:24,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-13,60.7,49.8,54.8,60.7,45.7,54.6,43.1,65.4,0.062,100,25,rain,0,0,50.7,12.7,281.2,1012.5,56.5,9.9,74.8,6.4,4,,2018-10-13T07:04:59,2018-10-13T18:18:50,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-14,60,51,55.6,60,51,55.6,43.5,63.9,0,0,0,,0,0,39.1,10.3,249.1,1023.2,13.3,9.9,88.4,7.7,4,,2018-10-14T07:06:03,2018-10-14T18:17:18,0.18,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-15,68,56.7,62.4,68,56.7,62.4,57.3,83.4,0.047,100,25,rain,0,0,37.8,18.3,237.2,1017.8,98.7,9.9,22.3,1.8,1,,2018-10-15T07:07:08,2018-10-15T18:15:46,0.21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2018-10-16,65,49.9,55.3,65,47,55.1,39.9,56.9,0.061,100,20.83,rain,0,0,53.9,17.2,276.1,1018.6,20,9.9,127.8,11,5,,2018-10-16T07:08:13,2018-10-16T18:14:15,0.25,Rain,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
